Date,OuncesPerShare,OuncesSold,ProceedsPerShare
6/24/2023,0.01895196,,
6/25/2023,0.01895196,,
6/26/2023,0.01895196,,
6/27/2023,0.01895197,,
6/28/2023,0.01895197,,
6/29/2023,0.01895198,,
6/30/2023,0.01895198,0.00000397,0.00765373
7/1/2023,0.01895198,,
7/2/2023,0.01895198,,
7/3/2023,0.01895198,,
7/4/2023,0.01895198,,
7/5/2023,0.01894801,,
7/6/2023,0.01894801,,
7/7/2023,0.01894801,,
7/8/2023,0.01894801,,
7/9/2023,0.01894801,,
7/10/2023,0.01894801,,
7/11/2023,0.01894801,,
7/12/2023,0.01894801,,
7/13/2023,0.01894801,,
7/14/2023,0.01894802,,
7/15/2023,0.01894802,,
7/16/2023,0.01894802,,
7/17/2023,0.01894802,,
7/18/2023,0.01894802,,
7/19/2023,0.01894801,,
7/20/2023,0.01894801,,
7/21/2023,0.01894801,,
7/22/2023,0.01894801,,
7/23/2023,0.01894801,,
7/24/2023,0.01894802,,
7/25/2023,0.01894802,,
7/26/2023,0.01894802,,
7/27/2023,0.01894802,,
7/28/2023,0.01894802,,
7/29/2023,0.01894802,,
7/30/2023,0.01894802,,
7/31/2023,0.01894802,0.00000403,0.00785318
8/1/2023,0.01894803,,
8/2/2023,0.01894399,,
8/3/2023,0.01894399,,
8/4/2023,0.01894399,,
8/5/2023,0.01894399,,
8/6/2023,0.01894399,,
8/7/2023,0.01894399,,
8/8/2023,0.01894399,,
8/9/2023,0.01894399,,
8/10/2023,0.01894399,,
8/11/2023,0.01894399,,
8/12/2023,0.01894399,,
8/13/2023,0.01894399,,
8/14/2023,0.01894399,,
8/15/2023,0.01894399,,
8/16/2023,0.01894399,,
8/17/2023,0.01894400,,
8/18/2023,0.01894400,,
8/19/2023,0.01894400,,
8/20/2023,0.01894400,,
8/21/2023,0.01894400,,
8/22/2023,0.01894400,,
8/23/2023,0.01894399,,
8/24/2023,0.01894401,,
8/25/2023,0.01894404,,
8/26/2023,0.01894404,,
8/27/2023,0.01894404,,
8/28/2023,0.01894406,,
8/29/2023,0.01894406,,
8/30/2023,0.01894405,,
8/31/2023,0.01894406,0.00000406,0.00787481
9/1/2023,0.01894406,,
9/2/2023,0.01894406,,
9/3/2023,0.01894406,,
9/4/2023,0.01894406,,
9/5/2023,0.01894000,,
9/6/2023,0.01894001,,
9/7/2023,0.01894001,,
9/8/2023,0.01894001,,
9/9/2023,0.01894001,,
9/10/2023,0.01894001,,
9/11/2023,0.01894001,,
9/12/2023,0.01894001,,
9/13/2023,0.01894001,,
9/14/2023,0.01894001,,
9/15/2023,0.01894001,,
9/16/2023,0.01894001,,
9/17/2023,0.01894001,,
9/18/2023,0.01894002,,
9/19/2023,0.01894002,,
9/20/2023,0.01894002,,
9/21/2023,0.01894002,,
9/22/2023,0.01894002,,
9/23/2023,0.01894002,,
9/24/2023,0.01894002,,
9/25/2023,0.01894002,,
9/26/2023,0.01894011,,
9/27/2023,0.01894012,,
9/28/2023,0.01894012,,
9/29/2023,0.01894013,,
9/30/2023,0.01894013,0.00000422,0.00772965
10/1/2023,0.01894013,,
10/2/2023,0.01894015,,
10/3/2023,0.01893591,,
10/4/2023,0.01893591,,
10/5/2023,0.01893591,,
10/6/2023,0.01893591,,
10/7/2023,0.01893591,,
10/8/2023,0.01893591,,
10/9/2023,0.01893591,,
10/10/2023,0.01893591,,
10/11/2023,0.01893592,,
10/12/2023,0.01893592,,
10/13/2023,0.01893592,,
10/14/2023,0.01893592,,
10/15/2023,0.01893592,,
10/16/2023,0.01893592,,
10/17/2023,0.01893592,,
10/18/2023,0.01893592,,
10/19/2023,0.01893592,,
10/20/2023,0.01893593,,
10/21/2023,0.01893593,,
10/22/2023,0.01893593,,
10/23/2023,0.01893594,,
10/24/2023,0.01893594,,
10/25/2023,0.01893595,,
10/26/2023,0.01893595,,
10/27/2023,0.01893595,,
10/28/2023,0.01893595,,
10/29/2023,0.01893595,,
10/30/2023,0.01893595,,
10/31/2023,0.01893595,0.00000391,0.00775908
11/1/2023,0.01893595,,
11/2/2023,0.01893204,,
11/3/2023,0.01893204,,
11/4/2023,0.01893204,,
11/5/2023,0.01893204,,
11/6/2023,0.01893204,,
11/7/2023,0.01893204,,
11/8/2023,0.01893204,,
11/9/2023,0.01893204,,
11/10/2023,0.01893204,,
11/11/2023,0.01893204,,
11/12/2023,0.01893204,,
11/13/2023,0.01893204,,
11/14/2023,0.01893204,,
11/15/2023,0.01893205,,
11/16/2023,0.01893205,,
11/17/2023,0.01893206,,
11/18/2023,0.01893206,,
11/19/2023,0.01893206,,
11/20/2023,0.01893206,,
11/21/2023,0.01893206,,
11/22/2023,0.01893207,,
11/23/2023,0.01893207,,
11/24/2023,0.01893207,,
11/25/2023,0.01893207,,
11/26/2023,0.01893207,,
11/27/2023,0.01893207,,
11/28/2023,0.01893207,,
11/29/2023,0.01893207,,
11/30/2023,0.01893207,0.00000380,0.00778041
12/1/2023,0.01893207,,
12/2/2023,0.01893207,,
12/3/2023,0.01893207,,
12/4/2023,0.01892827,,
12/5/2023,0.01892827,,
12/6/2023,0.01892827,,
12/7/2023,0.01892826,,
12/8/2023,0.01892826,,
12/9/2023,0.01892826,,
12/10/2023,0.01892826,,
12/11/2023,0.01892826,,
12/12/2023,0.01892826,,
12/13/2023,0.01892826,,
12/14/2023,0.01892826,,
12/15/2023,0.01892826,,
12/16/2023,0.01892826,,
12/17/2023,0.01892826,,
12/18/2023,0.01892826,,
12/19/2023,0.01892826,,
12/20/2023,0.01892826,,
12/21/2023,0.01892826,,
12/22/2023,0.01892826,,
12/23/2023,0.01892826,,
12/24/2023,0.01892826,,
12/25/2023,0.01892826,,
12/26/2023,0.01892827,,
12/27/2023,0.01892827,,
12/28/2023,0.01892827,,
12/29/2023,0.01892827,,
12/30/2023,0.01892827,,
12/31/2023,0.01892827,0.00000395,0.00817151
1/1/2024,0.01892827,,
1/2/2024,0.01892827,,
1/3/2024,0.01892431,,
1/4/2024,0.01892432,,
1/5/2024,0.01892432,,
1/6/2024,0.01892432,,
1/7/2024,0.01892432,,
1/8/2024,0.01892432,,
1/9/2024,0.01892432,,
1/10/2024,0.01892432,,
1/11/2024,0.01892432,,
1/12/2024,0.01892432,,
1/13/2024,0.01892432,,
1/14/2024,0.01892432,,
1/15/2024,0.01892432,,
1/16/2024,0.01892432,,
1/17/2024,0.01892432,,
1/18/2024,0.01892432,,
1/19/2024,0.01892432,,
1/20/2024,0.01892432,,
1/21/2024,0.01892432,,
1/22/2024,0.01892432,,
1/23/2024,0.01892431,,
1/24/2024,0.01892431,,
1/25/2024,0.01892431,,
1/26/2024,0.01892431,,
1/27/2024,0.01892431,,
1/28/2024,0.01892431,,
1/29/2024,0.01892431,,
1/30/2024,0.01892431,,
1/31/2024,0.01892431,0.00000399,0.00816376
2/1/2024,0.01892432,,
2/2/2024,0.01892032,,
2/3/2024,0.01892032,,
2/4/2024,0.01892032,,
2/5/2024,0.01892032,,
2/6/2024,0.01892032,,
2/7/2024,0.01892032,,
2/8/2024,0.01892032,,
2/9/2024,0.01892033,,
2/10/2024,0.01892033,,
2/11/2024,0.01892033,,
2/12/2024,0.01892033,,
2/13/2024,0.01892033,,
2/14/2024,0.01892033,,
2/15/2024,0.01892034,,
2/16/2024,0.01892034,,
2/17/2024,0.01892034,,
2/18/2024,0.01892034,,
2/19/2024,0.01892034,,
2/20/2024,0.01892034,,
2/21/2024,0.01892034,,
2/22/2024,0.01892034,,
2/23/2024,0.01892034,,
2/24/2024,0.01892034,,
2/25/2024,0.01892034,,
2/26/2024,0.01892034,,
2/27/2024,0.01892034,,
2/28/2024,0.01892034,,
2/29/2024,0.01892034,0.00000372,0.00762961
3/1/2024,0.01892035,,
3/2/2024,0.01892035,,
3/3/2024,0.01892035,,
3/4/2024,0.01891662,,
3/5/2024,0.01891662,,
3/6/2024,0.01891662,,
3/7/2024,0.01891662,,
3/8/2024,0.01891662,,
3/9/2024,0.01891662,,
3/10/2024,0.01891662,,
3/11/2024,0.01891662,,
3/12/2024,0.01891662,,
3/13/2024,0.01891663,,
3/14/2024,0.01891663,,
3/15/2024,0.01891663,,
3/16/2024,0.01891663,,
3/17/2024,0.01891663,,
3/18/2024,0.01891663,,
3/19/2024,0.01891663,,
3/20/2024,0.01891663,,
3/21/2024,0.01891663,,
3/22/2024,0.01891663,,
3/23/2024,0.01891663,,
3/24/2024,0.01891663,,
3/25/2024,0.01891663,,
3/26/2024,0.01891663,,
3/27/2024,0.01891663,,
3/28/2024,0.01891663,,
3/29/2024,0.01891663,,
3/30/2024,0.01891663,,
3/31/2024,0.01891663,0.00000381,0.00863905
4/1/2024,0.01891663,,
4/2/2024,0.01891663,,
4/3/2024,0.01891282,,
4/4/2024,0.01891282,,
4/5/2024,0.01891282,,
4/6/2024,0.01891282,,
4/7/2024,0.01891282,,
4/8/2024,0.01891282,,
4/9/2024,0.01891282,,
4/10/2024,0.01891282,,
4/11/2024,0.01891282,,
4/12/2024,0.01891282,,
4/13/2024,0.01891282,,
4/14/2024,0.01891282,,
4/15/2024,0.01891282,,
4/16/2024,0.01891282,,
4/17/2024,0.01891282,,
4/18/2024,0.01891282,,
4/19/2024,0.01891282,,
4/20/2024,0.01891282,,
4/21/2024,0.01891282,,
4/22/2024,0.01891282,,
4/23/2024,0.01891282,,
4/24/2024,0.01891282,,
4/25/2024,0.01891282,,
4/26/2024,0.01891282,,
4/27/2024,0.01891282,,
4/28/2024,0.01891282,,
4/29/2024,0.01891282,,
4/30/2024,0.01891281,0.00000387,0.00891247
5/1/2024,0.01891282,,
5/2/2024,0.01890894,,
5/3/2024,0.01890894,,
5/4/2024,0.01890894,,
5/5/2024,0.01890894,,
5/6/2024,0.01890894,,
5/7/2024,0.01890894,,
5/8/2024,0.01890894,,
5/9/2024,0.01890895,,
5/10/2024,0.01890895,,
5/11/2024,0.01890895,,
5/12/2024,0.01890895,,
5/13/2024,0.01890895,,
5/14/2024,0.01890894,,
5/15/2024,0.01890894,,
5/16/2024,0.01890894,,
5/17/2024,0.01890894,,
5/18/2024,0.01890894,,
5/19/2024,0.01890894,,
5/20/2024,0.01890894,,
5/21/2024,0.01890894,,
5/22/2024,0.01890895,,
5/23/2024,0.01890895,,
5/24/2024,0.01890895,,
5/25/2024,0.01890895,,
5/26/2024,0.01890895,,
5/27/2024,0.01890895,,
5/28/2024,0.01890895,,
5/29/2024,0.01890895,,
5/30/2024,0.01890895,,
5/31/2024,0.01890895,0.00000403,0.00942091
6/1/2024,0.01890895,,
6/2/2024,0.01890895,,
6/3/2024,0.01890895,,
6/4/2024,0.01890492,,
6/5/2024,0.01890492,,
6/6/2024,0.01890492,,
6/7/2024,0.01890492,,
6/8/2024,0.01890492,,
6/9/2024,0.01890492,,
6/10/2024,0.01890492,,
6/11/2024,0.01890492,,
6/12/2024,0.01890492,,
6/13/2024,0.01890493,,
6/14/2024,0.01890493,,
6/15/2024,0.01890493,,
6/16/2024,0.01890493,,
6/17/2024,0.01890493,,
6/18/2024,0.01890493,,
6/19/2024,0.01890493,,
6/20/2024,0.01890493,,
6/21/2024,0.01890493,,
6/22/2024,0.01890493,,
6/23/2024,0.01890493,,
6/24/2024,0.01890493,,
6/25/2024,0.01890493,,
6/26/2024,0.01890493,,
6/27/2024,0.01890493,,
6/28/2024,0.01890493,,
6/29/2024,0.01890493,,
6/30/2024,0.01890493,0.00000388,0.00905051
7/1/2024,0.01890493,,
7/2/2024,0.01890493,,
7/3/2024,0.01890105,,
7/4/2024,0.01890105,,
7/5/2024,0.01890105,,
7/6/2024,0.01890105,,
7/7/2024,0.01890105,,
7/8/2024,0.01890105,,
7/9/2024,0.01890105,,
7/10/2024,0.01890105,,
7/11/2024,0.01890105,,
7/12/2024,0.01890105,,
7/13/2024,0.01890105,,
7/14/2024,0.01890105,,
7/15/2024,0.01890105,,
7/16/2024,0.01890105,,
7/17/2024,0.01890105,,
7/18/2024,0.01890104,,
7/19/2024,0.01890104,,
7/20/2024,0.01890104,,
7/21/2024,0.01890104,,
7/22/2024,0.01890104,,
7/23/2024,0.01890103,,
7/24/2024,0.01890103,,
7/25/2024,0.01890103,,
7/26/2024,0.01890103,,
7/27/2024,0.01890103,,
7/28/2024,0.01890103,,
7/29/2024,0.01890103,,
7/30/2024,0.01890103,,
7/31/2024,0.01890103,0.00000388,0.00951445
8/1/2024,0.01890103,,
8/2/2024,0.01889715,,
8/3/2024,0.01889715,,
8/4/2024,0.01889715,,
8/5/2024,0.01889715,,
8/6/2024,0.01889715,,
8/7/2024,0.01889718,,
8/8/2024,0.01889718,,
8/9/2024,0.01889718,,
8/10/2024,0.01889718,,
8/11/2024,0.01889718,,
8/12/2024,0.01889718,,
8/13/2024,0.01889718,,
8/14/2024,0.01889719,,
8/15/2024,0.01889719,,
8/16/2024,0.01889721,,
8/17/2024,0.01889721,,
8/18/2024,0.01889721,,
8/19/2024,0.01889721,,
8/20/2024,0.01889720,,
8/21/2024,0.01889720,,
8/22/2024,0.01889720,,
8/23/2024,0.01889720,,
8/24/2024,0.01889720,,
8/25/2024,0.01889720,,
8/26/2024,0.01889719,,
8/27/2024,0.01889719,,
8/28/2024,0.01889719,,
8/29/2024,0.01889719,,
8/30/2024,0.01889718,,
8/31/2024,0.01889718,0.00000402,0.00996886
9/1/2024,0.01889718,,
9/2/2024,0.01889718,,
9/3/2024,0.01889718,,
9/4/2024,0.01889316,,
9/5/2024,0.01889316,,
9/6/2024,0.01889316,,
9/7/2024,0.01889316,,
9/8/2024,0.01889316,,
9/9/2024,0.01889316,,
9/10/2024,0.01889316,,
9/11/2024,0.01889316,,
9/12/2024,0.01889316,,
9/13/2024,0.01889316,,
9/14/2024,0.01889316,,
9/15/2024,0.01889316,,
9/16/2024,0.01889316,,
9/17/2024,0.01889316,,
9/18/2024,0.01889316,,
9/19/2024,0.01889315,,
9/20/2024,0.01889315,,
9/21/2024,0.01889315,,
9/22/2024,0.01889315,,
9/23/2024,0.01889315,,
9/24/2024,0.01889315,,
9/25/2024,0.01889315,,
9/26/2024,0.01889315,,
9/27/2024,0.01889314,,
9/28/2024,0.01889314,,
9/29/2024,0.01889314,,
9/30/2024,0.01889315,0.00000371,0.00989899
10/1/2024,0.01889315,,
10/2/2024,0.01888944,,
10/3/2024,0.01888944,,
10/4/2024,0.01888944,,
10/5/2024,0.01888944,,
10/6/2024,0.01888944,,
10/7/2024,0.01888943,,
10/8/2024,0.01888943,,
10/9/2024,0.01888943,,
10/10/2024,0.01888943,,
10/11/2024,0.01888943,,
10/12/2024,0.01888943,,
10/13/2024,0.01888943,,
10/14/2024,0.01888943,,
10/15/2024,0.01888943,,
10/16/2024,0.01888943,,
10/17/2024,0.01888943,,
10/18/2024,0.01888942,,
10/19/2024,0.01888942,,
10/20/2024,0.01888942,,
10/21/2024,0.01888942,,
10/22/2024,0.01888942,,
10/23/2024,0.01888941,,
10/24/2024,0.01888941,,
10/25/2024,0.01888940,,
10/26/2024,0.01888940,,
10/27/2024,0.01888940,,
10/28/2024,0.01888940,,
10/29/2024,0.01888940,,
10/30/2024,0.01888940,,
10/31/2024,0.01888940,0.00000387,0.01063298
11/1/2024,0.01888940,,
11/2/2024,0.01888940,,
11/3/2024,0.01888940,,
11/4/2024,0.01888553,,
11/5/2024,0.01888553,,
11/6/2024,0.01888553,,
11/7/2024,0.01888553,,
11/8/2024,0.01888553,,
11/9/2024,0.01888553,,
11/10/2024,0.01888553,,
11/11/2024,0.01888552,,
11/12/2024,0.01888552,,
11/13/2024,0.01888551,,
11/14/2024,0.01888550,,
11/15/2024,0.01888550,,
11/16/2024,0.01888550,,
11/17/2024,0.01888550,,
11/18/2024,0.01888550,,
11/19/2024,0.01888550,,
11/20/2024,0.01888550,,
11/21/2024,0.01888548,,
11/22/2024,0.01888548,,
11/23/2024,0.01888548,,
11/24/2024,0.01888548,,
11/25/2024,0.01888548,,
11/26/2024,0.01888548,,
11/27/2024,0.01888548,,
11/28/2024,0.01888548,,
11/29/2024,0.01888548,,
11/30/2024,0.01888548,0.00000384,0.01013707
12/1/2024,0.01888548,,
12/2/2024,0.01888548,,
12/3/2024,0.01888164,,
12/4/2024,0.01888164,,
12/5/2024,0.01888164,,
12/6/2024,0.01888164,,
12/7/2024,0.01888164,,
12/8/2024,0.01888164,,
12/9/2024,0.01888164,,
12/10/2024,0.01888164,,
12/11/2024,0.01888164,,
12/12/2024,0.01888164,,
12/13/2024,0.01888164,,
12/14/2024,0.01888164,,
12/15/2024,0.01888164,,
12/16/2024,0.01888164,,
12/17/2024,0.01888164,,
12/18/2024,0.01888164,,
12/19/2024,0.01888164,,
12/20/2024,0.01888164,,
12/21/2024,0.01888164,,
12/22/2024,0.01888164,,
12/23/2024,0.01888164,,
12/24/2024,0.01888164,,
12/25/2024,0.01888164,,
12/26/2024,0.01888164,,
12/27/2024,0.01888164,,
12/28/2024,0.01888164,,
12/29/2024,0.01888164,,
12/30/2024,0.01888164,,
12/31/2024,0.01888164,0.00000399,0.01054735
